date,sku_id,sku_name,category,region_id,region_name,units_sold,unit_price_inr,revenue_inr
2023-01-14,SKU002,Instant Noodles 4-Pack,Packaged Food,NORTH,North India (Delhi NCR),824,56,46144
2023-01-14,SKU002,Instant Noodles 4-Pack,Packaged Food,SOUTH,South India (Chennai),535,56,29960
2023-01-14,SKU002,Instant Noodles 4-Pack,Packaged Food,WEST,West India (Mumbai),638,56,35728
2023-01-14,SKU003,Fresh Butter 500g,Dairy,CENTRAL,Central India (Nagpur),119,275,32725
2023-01-14,SKU003,Fresh Butter 500g,Dairy,EAST,East India (Kolkata),175,275,48125
2023-01-14,SKU003,Fresh Butter 500g,Dairy,NORTH,North India (Delhi NCR),276,275,75900
2023-01-14,SKU003,Fresh Butter 500g,Dairy,SOUTH,South India (Chennai),174,275,47850
2023-01-14,SKU003,Fresh Butter 500g,Dairy,WEST,West India (Mumbai),176,275,48400
2023-01-14,SKU004,Iodized Salt 1kg,Staples,CENTRAL,Central India (Nagpur),260,28,7280
2023-01-14,SKU004,Iodized Salt 1kg,Staples,EAST,East India (Kolkata),308,28,8624
2023-01-14,SKU004,Iodized Salt 1kg,Staples,NORTH,North India (Delhi NCR),435,28,12180
2023-01-14,SKU004,Iodized Salt 1kg,Staples,SOUTH,South India (Chennai),325,28,9100
2023-01-14,SKU004,Iodized Salt 1kg,Staples,WEST,West India (Mumbai),477,28,13356
2023-01-14,SKU005,Glucose Biscuits 800g,Packaged Food,CENTRAL,Central India (Nagpur),445,50,22250
2023-01-14,SKU005,Glucose Biscuits 800g,Packaged Food,EAST,East India (Kolkata),490,50,24500
2023-01-14,SKU005,Glucose Biscuits 800g,Packaged Food,NORTH,North India (Delhi NCR),890,50,44500
2023-01-14,SKU005,Glucose Biscuits 800g,Packaged Food,SOUTH,South India (Chennai),497,50,24850
2023-01-14,SKU005,Glucose Biscuits 800g,Packaged Food,WEST,West India (Mumbai),544,50,27200
2023-01-14,SKU006,Pure Honey 500g,Health Foods,CENTRAL,Central India (Nagpur),73,350,25550
2023-01-14,SKU006,Pure Honey 500g,Health Foods,EAST,East India (Kolkata),97,350,33950
2023-01-14,SKU006,Pure Honey 500g,Health Foods,NORTH,North India (Delhi NCR),162,350,56700
2023-01-14,SKU006,Pure Honey 500g,Health Foods,SOUTH,South India (Chennai),81,350,28350
2023-01-14,SKU006,Pure Honey 500g,Health Foods,WEST,West India (Mumbai),105,350,36750
2023-01-14,SKU007,Traditional Namkeen 400g,Snacks,CENTRAL,Central India (Nagpur),279,120,33480
2023-01-14,SKU007,Traditional Namkeen 400g,Snacks,EAST,East India (Kolkata),285,120,34200
2023-01-14,SKU007,Traditional Namkeen 400g,Snacks,NORTH,North India (Delhi NCR),444,120,53280
2023-01-14,SKU007,Traditional Namkeen 400g,Snacks,SOUTH,South India (Chennai),283,120,33960
2023-01-14,SKU007,Traditional Namkeen 400g,Snacks,WEST,West India (Mumbai),443,120,53160
2023-01-14,SKU008,Mango Juice 1L,Beverages,CENTRAL,Central India (Nagpur),94,95,8930
2023-01-14,SKU008,Mango Juice 1L,Beverages,EAST,East India (Kolkata),119,95,11305
2023-01-14,SKU008,Mango Juice 1L,Beverages,NORTH,North India (Delhi NCR),99,95,9405
2023-01-14,SKU008,Mango Juice 1L,Beverages,SOUTH,South India (Chennai),228,95,21660
2023-01-14,SKU008,Mango Juice 1L,Beverages,WEST,West India (Mumbai),351,95,33345
2023-01-14,SKU009,Coconut Hair Oil 200ml,Personal Care,CENTRAL,Central India (Nagpur),295,110,32450
2023-01-14,SKU009,Coconut Hair Oil 200ml,Personal Care,EAST,East India (Kolkata),308,110,33880
2023-01-14,SKU009,Coconut Hair Oil 200ml,Personal Care,NORTH,North India (Delhi NCR),501,110,55110
2023-01-14,SKU009,Coconut Hair Oil 200ml,Personal Care,SOUTH,South India (Chennai),324,110,35640
2023-01-14,SKU009,Coconut Hair Oil 200ml,Personal Care,WEST,West India (Mumbai),409,110,44990
2023-01-14,SKU010,Dishwash Liquid 500ml,Home Care,CENTRAL,Central India (Nagpur),169,99,16731
2023-01-14,SKU010,Dishwash Liquid 500ml,Home Care,EAST,East India (Kolkata),203,99,20097
2023-01-14,SKU010,Dishwash Liquid 500ml,Home Care,NORTH,North India (Delhi NCR),292,99,28908
2023-01-14,SKU010,Dishwash Liquid 500ml,Home Care,SOUTH,South India (Chennai),202,99,19998
2023-01-14,SKU010,Dishwash Liquid 500ml,Home Care,WEST,West India (Mumbai),322,99,31878
2023-01-14,SKU011,Basmati Rice 5kg,Staples,CENTRAL,Central India (Nagpur),208,450,93600
2023-01-14,SKU011,Basmati Rice 5kg,Staples,EAST,East India (Kolkata),225,450,101250
2023-01-14,SKU011,Basmati Rice 5kg,Staples,NORTH,North India (Delhi NCR),348,450,156600
2023-01-14,SKU011,Basmati Rice 5kg,Staples,SOUTH,South India (Chennai),287,450,129150
2023-01-14,SKU011,Basmati Rice 5kg,Staples,WEST,West India (Mumbai),400,450,180000
2023-01-14,SKU012,Sunflower Oil 1L,Staples,CENTRAL,Central India (Nagpur),254,180,45720
2023-01-14,SKU012,Sunflower Oil 1L,Staples,EAST,East India (Kolkata),316,180,56880
2023-01-14,SKU012,Sunflower Oil 1L,Staples,NORTH,North India (Delhi NCR),467,180,84060
2023-01-14,SKU012,Sunflower Oil 1L,Staples,SOUTH,South India (Chennai),323,180,58140
2023-01-14,SKU012,Sunflower Oil 1L,Staples,WEST,West India (Mumbai),443,180,79740
2023-01-14,SKU013,Green Tea 100 Bags,Beverages,CENTRAL,Central India (Nagpur),94,250,23500
2023-01-14,SKU013,Green Tea 100 Bags,Beverages,EAST,East India (Kolkata),112,250,28000
2023-01-14,SKU013,Green Tea 100 Bags,Beverages,NORTH,North India (Delhi NCR),172,250,43000
2023-01-14,SKU013,Green Tea 100 Bags,Beverages,SOUTH,South India (Chennai),94,250,23500
2023-01-14,SKU013,Green Tea 100 Bags,Beverages,WEST,West India (Mumbai),151,250,37750
2023-01-14,SKU014,Face Wash 100ml,Personal Care,CENTRAL,Central India (Nagpur),94,175,16450
2023-01-14,SKU014,Face Wash 100ml,Personal Care,EAST,East India (Kolkata),124,175,21700
2023-01-14,SKU014,Face Wash 100ml,Personal Care,NORTH,North India (Delhi NCR),165,175,28875
2023-01-14,SKU014,Face Wash 100ml,Personal Care,SOUTH,South India (Chennai),187,175,32725
2023-01-14,SKU014,Face Wash 100ml,Personal Care,WEST,West India (Mumbai),247,175,43225
2023-01-14,SKU015,Premium Chips 150g,Snacks,CENTRAL,Central India (Nagpur),388,40,15520
2023-01-14,SKU015,Premium Chips 150g,Snacks,EAST,East India (Kolkata),582,40,23280
2023-01-14,SKU015,Premium Chips 150g,Snacks,NORTH,North India (Delhi NCR),762,40,30480
2023-01-14,SKU015,Premium Chips 150g,Snacks,SOUTH,South India (Chennai),457,40,18280
2023-01-14,SKU015,Premium Chips 150g,Snacks,WEST,West India (Mumbai),819,40,32760
2023-01-14,SKU016,Chyawanprash 500g,Health Foods,CENTRAL,Central India (Nagpur),117,320,37440
2023-01-14,SKU016,Chyawanprash 500g,Health Foods,EAST,East India (Kolkata),121,320,38720
2023-01-14,SKU016,Chyawanprash 500g,Health Foods,NORTH,North India (Delhi NCR),312,320,99840
2023-01-14,SKU016,Chyawanprash 500g,Health Foods,SOUTH,South India (Chennai),138,320,44160
2023-01-14,SKU016,Chyawanprash 500g,Health Foods,WEST,West India (Mumbai),118,320,37760
2023-01-14,SKU017,Tomato Ketchup 500g,Condiments,CENTRAL,Central India (Nagpur),148,110,16280
2023-01-14,SKU017,Tomato Ketchup 500g,Condiments,EAST,East India (Kolkata),189,110,20790
2023-01-14,SKU017,Tomato Ketchup 500g,Condiments,NORTH,North India (Delhi NCR),240,110,26400
2023-01-14,SKU017,Tomato Ketchup 500g,Condiments,SOUTH,South India (Chennai),191,110,21010
2023-01-14,SKU017,Tomato Ketchup 500g,Condiments,WEST,West India (Mumbai),296,110,32560
2023-01-14,SKU018,Floor Cleaner 1L,Home Care,CENTRAL,Central India (Nagpur),121,145,17545
2023-01-14,SKU018,Floor Cleaner 1L,Home Care,EAST,East India (Kolkata),112,145,16240
2023-01-14,SKU018,Floor Cleaner 1L,Home Care,NORTH,North India (Delhi NCR),150,145,21750
2023-01-14,SKU018,Floor Cleaner 1L,Home Care,SOUTH,South India (Chennai),121,145,17545
2023-01-14,SKU018,Floor Cleaner 1L,Home Care,WEST,West India (Mumbai),207,145,30015
2023-01-14,SKU019,Chocolate Bar 50g,Confectionery,CENTRAL,Central India (Nagpur),407,45,18315
2023-01-14,SKU019,Chocolate Bar 50g,Confectionery,EAST,East India (Kolkata),372,45,16740
2023-01-14,SKU019,Chocolate Bar 50g,Confectionery,NORTH,North India (Delhi NCR),649,45,29205
2023-01-14,SKU019,Chocolate Bar 50g,Confectionery,SOUTH,South India (Chennai),387,45,17415
2023-01-14,SKU019,Chocolate Bar 50g,Confectionery,WEST,West India (Mumbai),432,45,19440
2023-01-14,SKU020,Mosquito Repellent 45ml,Home Care,CENTRAL,Central India (Nagpur),41,85,3485
2023-01-14,SKU020,Mosquito Repellent 45ml,Home Care,EAST,East India (Kolkata),71,85,6035
2023-01-14,SKU020,Mosquito Repellent 45ml,Home Care,NORTH,North India (Delhi NCR),53,85,4505
2023-01-14,SKU020,Mosquito Repellent 45ml,Home Care,SOUTH,South India (Chennai),143,85,12155
2023-01-14,SKU020,Mosquito Repellent 45ml,Home Care,WEST,West India (Mumbai),197,85,16745
2023-01-15,SKU001,Premium Detergent 1kg,Home Care,CENTRAL,Central India (Nagpur),105,225,23625
2023-01-15,SKU001,Premium Detergent 1kg,Home Care,EAST,East India (Kolkata),150,225,33750
2023-01-15,SKU001,Premium Detergent 1kg,Home Care,NORTH,North India (Delhi NCR),204,225,45900
2023-01-15,SKU001,Premium Detergent 1kg,Home Care,SOUTH,South India (Chennai),165,225,37125
2023-01-15,SKU001,Premium Detergent 1kg,Home Care,WEST,West India (Mumbai),205,225,46125
2023-01-15,SKU002,Instant Noodles 4-Pack,Packaged Food,CENTRAL,Central India (Nagpur),422,56,23632
2023-01-15,SKU002,Instant Noodles 4-Pack,Packaged Food,EAST,East India (Kolkata),560,56,31360
2023-01-15,SKU002,Instant Noodles 4-Pack,Packaged Food,NORTH,North India (Delhi NCR),907,56,50792
2023-01-15,SKU002,Instant Noodles 4-Pack,Packaged Food,SOUTH,South India (Chennai),533,56,29848
2023-01-15,SKU002,Instant Noodles 4-Pack,Packaged Food,WEST,West India (Mumbai),743,56,41608
2023-01-15,SKU003,Fresh Butter 500g,Dairy,CENTRAL,Central India (Nagpur),80,275,22000
2023-01-15,SKU003,Fresh Butter 500g,Dairy,EAST,East India (Kolkata),122,275,33550
2023-01-15,SKU003,Fresh Butter 500g,Dairy,NORTH,North India (Delhi NCR),235,275,64625
2023-01-15,SKU003,Fresh Butter 500g,Dairy,SOUTH,South India (Chennai),107,275,29425
2023-01-15,SKU003,Fresh Butter 500g,Dairy,WEST,West India (Mumbai),158,275,43450
2023-01-15,SKU004,Iodized Salt 1kg,Staples,CENTRAL,Central India (Nagpur),251,28,7028
2023-01-15,SKU004,Iodized Salt 1kg,Staples,EAST,East India (Kolkata),288,28,8064
2023-01-15,SKU004,Iodized Salt 1kg,Staples,NORTH,North India (Delhi NCR),410,28,11480
2023-01-15,SKU004,Iodized Salt 1kg,Staples,SOUTH,South India (Chennai),320,28,8960
2023-01-15,SKU004,Iodized Salt 1kg,Staples,WEST,West India (Mumbai),414,28,11592
2023-01-15,SKU005,Glucose Biscuits 800g,Packaged Food,CENTRAL,Central India (Nagpur),402,50,20100
2023-01-15,SKU005,Glucose Biscuits 800g,Packaged Food,EAST,East India (Kolkata),468,50,23400
2023-01-15,SKU005,Glucose Biscuits 800g,Packaged Food,NORTH,North India (Delhi NCR),670,50,33500
2023-01-15,SKU005,Glucose Biscuits 800g,Packaged Food,SOUTH,South India (Chennai),503,50,25150
2023-01-15,SKU005,Glucose Biscuits 800g,Packaged Food,WEST,West India (Mumbai),650,50,32500
2023-01-15,SKU006,Pure Honey 500g,Health Foods,CENTRAL,Central India (Nagpur),105,350,36750
2023-01-15,SKU006,Pure Honey 500g,Health Foods,EAST,East India (Kolkata),99,350,34650
2023-01-15,SKU006,Pure Honey 500g,Health Foods,NORTH,North India (Delhi NCR),196,350,68600
2023-01-15,SKU006,Pure Honey 500g,Health Foods,SOUTH,South India (Chennai),58,350,20300
2023-01-15,SKU006,Pure Honey 500g,Health Foods,WEST,West India (Mumbai),90,350,31500
2023-01-15,SKU007,Traditional Namkeen 400g,Snacks,CENTRAL,Central India (Nagpur),235,120,28200
2023-01-15,SKU007,Traditional Namkeen 400g,Snacks,EAST,East India (Kolkata),241,120,28920
2023-01-15,SKU007,Traditional Namkeen 400g,Snacks,NORTH,North India (Delhi NCR),532,120,63840
2023-01-15,SKU007,Traditional Namkeen 400g,Snacks,SOUTH,South India (Chennai),213,120,25560
2023-01-15,SKU007,Traditional Namkeen 400g,Snacks,WEST,West India (Mumbai),369,120,44280
2023-01-15,SKU008,Mango Juice 1L,Beverages,CENTRAL,Central India (Nagpur),76,95,7220
2023-01-15,SKU008,Mango Juice 1L,Beverages,EAST,East India (Kolkata),102,95,9690
2023-01-15,SKU008,Mango Juice 1L,Beverages,NORTH,North India (Delhi NCR),81,95,7695
2023-01-15,SKU008,Mango Juice 1L,Beverages,SOUTH,South India (Chennai),180,95,17100
2023-01-15,SKU008,Mango Juice 1L,Beverages,WEST,West India (Mumbai),302,95,28690
2023-01-15,SKU009,Coconut Hair Oil 200ml,Personal Care,CENTRAL,Central India (Nagpur),254,110,27940
2023-01-15,SKU009,Coconut Hair Oil 200ml,Personal Care,EAST,East India (Kolkata),300,110,33000
2023-01-15,SKU009,Coconut Hair Oil 200ml,Personal Care,NORTH,North India (Delhi NCR),408,110,44880
2023-01-15,SKU009,Coconut Hair Oil 200ml,Personal Care,SOUTH,South India (Chennai),272,110,29920
2023-01-15,SKU009,Coconut Hair Oil 200ml,Personal Care,WEST,West India (Mumbai),397,110,43670
2023-01-15,SKU010,Dishwash Liquid 500ml,Home Care,CENTRAL,Central India (Nagpur),140,99,13860
2023-01-15,SKU010,Dishwash Liquid 500ml,Home Care,EAST,East India (Kolkata),187,99,18513
2023-01-15,SKU010,Dishwash Liquid 500ml,Home Care,NORTH,North India (Delhi NCR),250,99,24750
2023-01-15,SKU010,Dishwash Liquid 500ml,Home Care,SOUTH,South India (Chennai),196,99,19404
2023-01-15,SKU010,Dishwash Liquid 500ml,Home Care,WEST,West India (Mumbai),277,99,27423
2023-01-15,SKU011,Basmati Rice 5kg,Staples,CENTRAL,Central India (Nagpur),119,450,53550
2023-01-15,SKU011,Basmati Rice 5kg,Staples,EAST,East India (Kolkata),147,450,66150
2023-01-15,SKU011,Basmati Rice 5kg,Staples,NORTH,North India (Delhi NCR),290,450,130500
2023-01-15,SKU011,Basmati Rice 5kg,Staples,SOUTH,South India (Chennai),180,450,81000
2023-01-15,SKU011,Basmati Rice 5kg,Staples,WEST,West India (Mumbai),249,450,112050
2023-01-15,SKU012,Sunflower Oil 1L,Staples,CENTRAL,Central India (Nagpur),242,180,43560
2023-01-15,SKU012,Sunflower Oil 1L,Staples,EAST,East India (Kolkata),313,180,56340
2023-01-15,SKU012,Sunflower Oil 1L,Staples,NORTH,North India (Delhi NCR),374,180,67320
2023-01-15,SKU012,Sunflower Oil 1L,Staples,SOUTH,South India (Chennai),309,180,55620
2023-01-15,SKU012,Sunflower Oil 1L,Staples,WEST,West India (Mumbai),401,180,72180
2023-01-15,SKU013,Green Tea 100 Bags,Beverages,CENTRAL,Central India (Nagpur),90,250,22500
2023-01-15,SKU013,Green Tea 100 Bags,Beverages,EAST,East India (Kolkata),89,250,22250
2023-01-15,SKU013,Green Tea 100 Bags,Beverages,NORTH,North India (Delhi NCR),190,250,47500
2023-01-15,SKU013,Green Tea 100 Bags,Beverages,SOUTH,South India (Chennai),95,250,23750
2023-01-15,SKU013,Green Tea 100 Bags,Beverages,WEST,West India (Mumbai),143,250,35750
2023-01-15,SKU014,Face Wash 100ml,Personal Care,CENTRAL,Central India (Nagpur),97,175,16975
2023-01-15,SKU014,Face Wash 100ml,Personal Care,EAST,East India (Kolkata),142,175,24850
2023-01-15,SKU014,Face Wash 100ml,Personal Care,NORTH,North India (Delhi NCR),158,175,27650
2023-01-15,SKU014,Face Wash 100ml,Personal Care,SOUTH,South India (Chennai),150,175,26250
2023-01-15,SKU014,Face Wash 100ml,Personal Care,WEST,West India (Mumbai),247,175,43225
2023-01-15,SKU015,Premium Chips 150g,Snacks,CENTRAL,Central India (Nagpur),342,40,13680
2023-01-15,SKU015,Premium Chips 150g,Snacks,EAST,East India (Kolkata),410,40,16400
2023-01-15,SKU015,Premium Chips 150g,Snacks,NORTH,North India (Delhi NCR),697,40,27880
2023-01-15,SKU015,Premium Chips 150g,Snacks,SOUTH,South India (Chennai),410,40,16400
2023-01-15,SKU015,Premium Chips 150g,Snacks,WEST,West India (Mumbai),661,40,26440
2023-01-15,SKU016,Chyawanprash 500g,Health Foods,CENTRAL,Central India (Nagpur),146,320,46720
2023-01-15,SKU016,Chyawanprash 500g,Health Foods,EAST,East India (Kolkata),153,320,48960
2023-01-15,SKU016,Chyawanprash 500g,Health Foods,NORTH,North India (Delhi NCR),211,320,67520
2023-01-15,SKU016,Chyawanprash 500g,Health Foods,SOUTH,South India (Chennai),97,320,31040
2023-01-15,SKU016,Chyawanprash 500g,Health Foods,WEST,West India (Mumbai),114,320,36480
2023-01-15,SKU017,Tomato Ketchup 500g,Condiments,CENTRAL,Central India (Nagpur),150,110,16500
2023-01-15,SKU017,Tomato Ketchup 500g,Condiments,EAST,East India (Kolkata),156,110,17160
2023-01-15,SKU017,Tomato Ketchup 500g,Condiments,NORTH,North India (Delhi NCR),249,110,27390
2023-01-15,SKU017,Tomato Ketchup 500g,Condiments,SOUTH,South India (Chennai),197,110,21670
2023-01-15,SKU017,Tomato Ketchup 500g,Condiments,WEST,West India (Mumbai),250,110,27500
2023-01-15,SKU018,Floor Cleaner 1L,Home Care,CENTRAL,Central India (Nagpur),84,145,12180
2023-01-15,SKU018,Floor Cleaner 1L,Home Care,EAST,East India (Kolkata),108,145,15660
2023-01-15,SKU018,Floor Cleaner 1L,Home Care,NORTH,North India (Delhi NCR),145,145,21025
2023-01-15,SKU018,Floor Cleaner 1L,Home Care,SOUTH,South India (Chennai),128,145,18560
2023-01-15,SKU018,Floor Cleaner 1L,Home Care,WEST,West India (Mumbai),181,145,26245
2023-01-15,SKU019,Chocolate Bar 50g,Confectionery,CENTRAL,Central India (Nagpur),349,45,15705
2023-01-15,SKU019,Chocolate Bar 50g,Confectionery,EAST,East India (Kolkata),411,45,18495
2023-01-15,SKU019,Chocolate Bar 50g,Confectionery,NORTH,North India (Delhi NCR),793,45,35685
2023-01-15,SKU019,Chocolate Bar 50g,Confectionery,SOUTH,South India (Chennai),256,45,11520
2023-01-15,SKU019,Chocolate Bar 50g,Confectionery,WEST,West India (Mumbai),560,45,25200
2023-01-15,SKU020,Mosquito Repellent 45ml,Home Care,CENTRAL,Central India (Nagpur),68,85,5780
2023-01-15,SKU020,Mosquito Repellent 45ml,Home Care,EAST,East India (Kolkata),83,85,7055
2023-01-15,SKU020,Mosquito Repellent 45ml,Home Care,NORTH,North India (Delhi NCR),82,85,6970
2023-01-15,SKU020,Mosquito Repellent 45ml,Home Care,SOUTH,South India (Chennai),160,85,13600
2023-01-15,SKU020,Mosquito Repellent 45ml,Home Care,WEST,West India (Mumbai),221,85,18785
2023-01-16,SKU001,Premium Detergent 1kg,Home Care,CENTRAL,Central India (Nagpur),90,225,20250
2023-01-16,SKU001,Premium Detergent 1kg,Home Care,EAST,East India (Kolkata),131,225,29475
2023-01-16,SKU001,Premium Detergent 1kg,Home Care,NORTH,North India (Delhi NCR),160,225,36000
2023-01-16,SKU001,Premium Detergent 1kg,Home Care,SOUTH,South India (Chennai),126,225,28350
2023-01-16,SKU001,Premium Detergent 1kg,Home Care,WEST,West India (Mumbai),193,225,43425
2023-01-16,SKU002,Instant Noodles 4-Pack,Packaged Food,CENTRAL,Central India (Nagpur),469,56,26264
2023-01-16,SKU002,Instant Noodles 4-Pack,Packaged Food,EAST,East India (Kolkata),354,56,19824
2023-01-16,SKU002,Instant Noodles 4-Pack,Packaged Food,NORTH,North India (Delhi NCR),766,56,42896
2023-01-16,SKU002,Instant Noodles 4-Pack,Packaged Food,SOUTH,South India (Chennai),530,56,29680
2023-01-16,SKU002,Instant Noodles 4-Pack,Packaged Food,WEST,West India (Mumbai),670,56,37520
2023-01-16,SKU003,Fresh Butter 500g,Dairy,CENTRAL,Central India (Nagpur),79,275,21725
2023-01-16,SKU003,Fresh Butter 500g,Dairy,EAST,East India (Kolkata),113,275,31075
2023-01-16,SKU003,Fresh Butter 500g,Dairy,NORTH,North India (Delhi NCR),189,275,51975
2023-01-16,SKU003,Fresh Butter 500g,Dairy,SOUTH,South India (Chennai),74,275,20350
2023-01-16,SKU003,Fresh Butter 500g,Dairy,WEST,West India (Mumbai),142,275,39050
2023-01-16,SKU004,Iodized Salt 1kg,Staples,CENTRAL,Central India (Nagpur),196,28,5488
2023-01-16,SKU004,Iodized Salt 1kg,Staples,EAST,East India (Kolkata),254,28,7112
2023-01-16,SKU004,Iodized Salt 1kg,Staples,NORTH,North India (Delhi NCR),347,28,9716
2023-01-16,SKU004,Iodized Salt 1kg,Staples,SOUTH,South India (Chennai),267,28,7476
2023-01-16,SKU004,Iodized Salt 1kg,Staples,WEST,West India (Mumbai),398,28,11144
2023-01-16,SKU005,Glucose Biscuits 800g,Packaged Food,CENTRAL,Central India (Nagpur),339,50,16950
2023-01-16,SKU005,Glucose Biscuits 800g,Packaged Food,EAST,East India (Kolkata),393,50,19650
2023-01-16,SKU005,Glucose Biscuits 800g,Packaged Food,NORTH,North India (Delhi NCR),599,50,29950
2023-01-16,SKU005,Glucose Biscuits 800g,Packaged Food,SOUTH,South India (Chennai),430,50,21500
2023-01-16,SKU005,Glucose Biscuits 800g,Packaged Food,WEST,West India (Mumbai),543,50,27150
2023-01-16,SKU006,Pure Honey 500g,Health Foods,CENTRAL,Central India (Nagpur),87,350,30450
2023-01-16,SKU006,Pure Honey 500g,Health Foods,EAST,East India (Kolkata),86,350,30100
2023-01-16,SKU006,Pure Honey 500g,Health Foods,NORTH,North India (Delhi NCR),127,350,44450
2023-01-16,SKU006,Pure Honey 500g,Health Foods,SOUTH,South India (Chennai),48,350,16800
2023-01-16,SKU006,Pure Honey 500g,Health Foods,WEST,West India (Mumbai),105,350,36750
2023-01-16,SKU007,Traditional Namkeen 400g,Snacks,CENTRAL,Central India (Nagpur),209,120,25080
2023-01-16,SKU007,Traditional Namkeen 400g,Snacks,EAST,East India (Kolkata),212,120,25440
2023-01-16,SKU007,Traditional Namkeen 400g,Snacks,NORTH,North India (Delhi NCR),319,120,38280
2023-01-16,SKU007,Traditional Namkeen 400g,Snacks,SOUTH,South India (Chennai),250,120,30000
2023-01-16,SKU007,Traditional Namkeen 400g,Snacks,WEST,West India (Mumbai),303,120,36360
2023-01-16,SKU008,Mango Juice 1L,Beverages,CENTRAL,Central India (Nagpur),66,95,6270
2023-01-16,SKU008,Mango Juice 1L,Beverages,EAST,East India (Kolkata),71,95,6745
2023-01-16,SKU008,Mango Juice 1L,Beverages,NORTH,North India (Delhi NCR),60,95,5700
2023-01-16,SKU008,Mango Juice 1L,Beverages,SOUTH,South India (Chennai),171,95,16245
2023-01-16,SKU008,Mango Juice 1L,Beverages,WEST,West India (Mumbai),277,95,26315
2023-01-16,SKU009,Coconut Hair Oil 200ml,Personal Care,CENTRAL,Central India (Nagpur),224,110,24640
2023-01-16,SKU009,Coconut Hair Oil 200ml,Personal Care,EAST,East India (Kolkata),248,110,27280
2023-01-16,SKU009,Coconut Hair Oil 200ml,Personal Care,NORTH,North India (Delhi NCR),385,110,42350
2023-01-16,SKU009,Coconut Hair Oil 200ml,Personal Care,SOUTH,South India (Chennai),209,110,22990
2023-01-16,SKU009,Coconut Hair Oil 200ml,Personal Care,WEST,West India (Mumbai),339,110,37290
2023-01-16,SKU010,Dishwash Liquid 500ml,Home Care,CENTRAL,Central India (Nagpur),123,99,12177
2023-01-16,SKU010,Dishwash Liquid 500ml,Home Care,EAST,East India (Kolkata),161,99,15939
2023-01-16,SKU010,Dishwash Liquid 500ml,Home Care,NORTH,North India (Delhi NCR),229,99,22671
2023-01-16,SKU010,Dishwash Liquid 500ml,Home Care,SOUTH,South India (Chennai),172,99,17028
2023-01-16,SKU010,Dishwash Liquid 500ml,Home Care,WEST,West India (Mumbai),259,99,25641
2023-01-16,SKU011,Basmati Rice 5kg,Staples,CENTRAL,Central India (Nagpur),135,450,60750
2023-01-16,SKU011,Basmati Rice 5kg,Staples,EAST,East India (Kolkata),144,450,64800
2023-01-16,SKU011,Basmati Rice 5kg,Staples,NORTH,North India (Delhi NCR),225,450,101250
2023-01-16,SKU011,Basmati Rice 5kg,Staples,SOUTH,South India (Chennai),168,450,75600
2023-01-16,SKU011,Basmati Rice 5kg,Staples,WEST,West India (Mumbai),246,450,110700
2023-01-16,SKU012,Sunflower Oil 1L,Staples,CENTRAL,Central India (Nagpur),180,180,32400
2023-01-16,SKU012,Sunflower Oil 1L,Staples,EAST,East India (Kolkata),236,180,42480
2023-01-16,SKU012,Sunflower Oil 1L,Staples,NORTH,North India (Delhi NCR),272,180,48960
2023-01-16,SKU012,Sunflower Oil 1L,Staples,SOUTH,South India (Chennai),222,180,39960
2023-01-16,SKU012,Sunflower Oil 1L,Staples,WEST,West India (Mumbai),299,180,53820
2023-01-16,SKU013,Green Tea 100 Bags,Beverages,CENTRAL,Central India (Nagpur),85,250,21250
2023-01-16,SKU013,Green Tea 100 Bags,Beverages,EAST,East India (Kolkata),93,250,23250
2023-01-16,SKU013,Green Tea 100 Bags,Beverages,NORTH,North India (Delhi NCR),144,250,36000
2023-01-16,SKU013,Green Tea 100 Bags,Beverages,SOUTH,South India (Chennai),100,250,25000
2023-01-16,SKU013,Green Tea 100 Bags,Beverages,WEST,West India (Mumbai),121,250,30250
2023-01-16,SKU014,Face Wash 100ml,Personal Care,CENTRAL,Central India (Nagpur),94,175,16450
2023-01-16,SKU014,Face Wash 100ml,Personal Care,EAST,East India (Kolkata),103,175,18025
2023-01-16,SKU014,Face Wash 100ml,Personal Care,NORTH,North India (Delhi NCR),131,175,22925
2023-01-16,SKU014,Face Wash 100ml,Personal Care,SOUTH,South India (Chennai),127,175,22225
2023-01-16,SKU014,Face Wash 100ml,Personal Care,WEST,West India (Mumbai),185,175,32375
2023-01-16,SKU015,Premium Chips 150g,Snacks,CENTRAL,Central India (Nagpur),279,40,11160
2023-01-16,SKU015,Premium Chips 150g,Snacks,EAST,East India (Kolkata),337,40,13480
2023-01-16,SKU015,Premium Chips 150g,Snacks,NORTH,North India (Delhi NCR),528,40,21120
2023-01-16,SKU015,Premium Chips 150g,Snacks,SOUTH,South India (Chennai),321,40,12840
2023-01-16,SKU015,Premium Chips 150g,Snacks,WEST,West India (Mumbai),526,40,21040
2023-01-16,SKU016,Chyawanprash 500g,Health Foods,CENTRAL,Central India (Nagpur),154,320,49280
2023-01-16,SKU016,Chyawanprash 500g,Health Foods,EAST,East India (Kolkata),132,320,42240
2023-01-16,SKU016,Chyawanprash 500g,Health Foods,NORTH,North India (Delhi NCR),247,320,79040
2023-01-16,SKU016,Chyawanprash 500g,Health Foods,SOUTH,South India (Chennai),66,320,21120
2023-01-16,SKU016,Chyawanprash 500g,Health Foods,WEST,West India (Mumbai),113,320,36160
